UID,Year,Type,l_urban,l_agri,l_urd,l_rd,l_glf,c_urban,c_agri,c_urd,c_rd,c_glf,wast,dam,damdist,fn,b_urban,b_agri,b_urd,b_rd,b_glf,l_over,l_swi,l_dd,l_rock,l_wtr,l_dec,l_con,l_bog,l_grg,l_da,c_over,c_swi,c_dd,c_rock,c_wtr,c_dec,c_con,c_bog,c_slp,c_da,strahl,11Strp,AH,GBF,b_over,b_swi,b_dd,b_rock,b_wtr,b_dec,b_con,b_bog,b_slp,lat,lon,elev,sdepth,DS,2DS,PCmed,Me,Mrf,Ms,wood,det,Afi,Aa,ALKT,Ca,Cl,COND,DOC,TKN,pH,TP,Aeshn,Ancyl,Asell,Baeti1,Baeti2,Belos,Bithy,Brach,Caeni,Calop,Camba,Capni,Cerat,Chaob,Chlor,Chrys,Curcu,Coena,Cordu1,Cordu2,Corix,Coryd,Cramb,Crang,Culic,Dipse,Dixid,Dolic,Dytis,Elmid,Empid,Ephem1,Ephem2,Ephyd,Erpob,Gamma,Gerri,Gloss1,Gloss2,Gomph,Gyrin,Haemo,Halip,Helic,Hepta,Hyale,Arach,Hydra,Hydro1,Coele,Hydro2,Hydro3,Hydro4,Isony,Lepid,Lepto1,Lepto2,Lepto3,Lesti,Leuct,Libel,Limne,Lymna,Macro,Metre,Molan,Musci,Oligo,Nemat,Nemou,Noton,Perli,Perlo,Philo,Phryg,Physi,Pisci,Plano,Pleid,Polyc,Pseph,Psych1,Psych2,Ptych,Pyral,Rhyac,Sabel,Saldi,Sciom,Scirt,Seric,Siali,Simul,Siphl,Sisyr,Sphae,Taban,Tipul,Platy,Union,Valva,Velii,Vivip,Chiro,Ortho,Tanyp,Amph,Chir,CIGH,EOT,Insect,NHC,Rich100,PCoA1,PCoA2,CA1,CA2,EPT,HBI,Bw,FC,GC,P,SC,SH
L569,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,99.92,0,0,0,0,0,0,5.7,0.001327,0,7.85,73.205,13.455,3.31,0.1164,1724898.191,0,5.7,0.001025,0,15.73,66.33,13.66,2.44,0.1189,2337798.191,2,0,100,0,0,12.9,0.000736,0,9.94,70.18,16.32,1.05,0.1011,45.39033833,-78.98425166,386,0.955,2.5,2.5,0.0875,0.5,0,1.5,1.5,2,0,1.5,6.5,2,0.38,24.8,2.8,205,6.83,2.5,0.236406619,0.709219858,0,0,0,0,0,0,0,0,0,0,2.197190933,0,0,0,0,0.926327978,0,0,0,0,0.236406619,0.236406619,0,0,0,0,0,2.240896359,0,0,0.236406619,0,0,0,0,0.236406619,0,0,0,0,0,0,0,9.534452079,0.22675737,0,0.680272109,0,0,0,0,0,0,2.532928065,7.709750567,4.964539007,0,0,0.472813239,0,0,0,0,0,0,1.696990853,1.787381619,0,0,0,0,0,0.709219858,0,0,0.236406619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890001391,0.236406619,0.236406619,0.22675737,0,0,0,0,36.74803255,7.707622056,16.14759379,8.273309324,63.24529812,1.020408163,0.680272109,85.15406162,2.190876351,10.60104782,-0.003094124,-0.007247751,-0.070199344,-0.19266155,16.15284412,6.523793293,63.8994605,1.12640801,68.8245511,20.67990317,3.866794945,1.182033096
L586,2012,Lake,2.22,3.89,0.000645667,0.00145996,0,2.22,3.89,0.000645667,0.00145996,0,0,0,0,97.8,5.42,0,0.001102968,0.001102968,0,1.2,8.1,0.001451,2.84,9.24,48.925,10.295,0.99,0.0335,1647442.955,1.2,8.1,0.001451,2.84,9.24,48.925,10.295,0.99,0.0335,1647442.955,3,0,0,100,2.3,16.8,0.001371,0.9,20.1,44.445,5.325,2.04,0.0327,45.26921331,-79.75497077,252,0.723333333,4.333333333,3.666666667,23.21666667,1,1,1.333333333,0.666666667,1.666666667,1,1,4.6,1.96,1.8041,24.8,4,254,6.58,3.9,0,0,0,0,0,0,0,0,0,0,0,0,10.512605,0,0,0,0,1.467741928,0,0,0,0,0,0,0,0,0,0,0,1.462426879,0,0,0,0,0,0.589970501,0,0,0,0.877771427,0,0,0,0,0.3003003,0.865272052,1.744912754,0,0,1.412429379,0,0,2.592370381,0,0,1.732413379,0,0,0,0,0.294985251,0,0,0,0,0,0,14.39090208,2.070211805,0,0,0,0,0,0,0,0,3.253598581,0,0.282485876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.287358155,0,0,0,0,0,0,0,24.79137304,19.03193129,9.038939945,1.455242553,52.86224428,3.253598581,2.640498606,75.67270285,14.39090208,13.80883494,0.002417275,-0.010739986,-0.199637796,-0.123934773,4.907569937,6.526237035,70.54050451,3.569844031,59.37977876,25.34938568,4.71602546,0.589970501
L588,2012,Lake,0.06,12.53,0.0000049,0.0000049,10.4,0.06,12.53,0.0000049,0.0000049,10.4,0,0,0,78.59,0.07,11.6,0.00000567,0.00000567,8.16,0,8.9,0.000267,0,11.27,28.485,22.605,7.14,0.0434,449233.6325,0,8.9,0.000267,0,11.27,28.485,22.605,7.14,0.0434,449233.6325,1,0,0,100,0,17.4,0.000309,0,13.05,28.24,25.18,8.26,0.0369,45.23194536,-79.77222017,247,0.706666667,4,4.333333333,37.06666667,1,0.666666667,1,1,1.333333333,0.666666667,1,6.55,2.04,1.9671,31.4,5.6,332,6.75,4.3,0,0,0,0,0,0,0,0,0.900900901,0,0,0,14.58561365,0,0,0,0,0,0,0,0.3003003,0,0,0.31152648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3003003,0,0,0,0,0,0,0.31152648,0,0,0,0,0,0.3003003,0,0,0.91212708,0,0.91212708,0.3003003,0,0.900900901,0,0,0,0,0,0,3.336981842,1.201201201,0,0,0,0,0,0,0,0,0.62305296,0,0,0,0,0,0,0.3003003,0,0,0,0,0,0,0.3003003,0,0,0,2.13578064,0,0,0,0,0,0,0,48.84230024,10.24388875,12.98026999,0.31152648,72.06645898,0.92335326,1.501501502,94.21571104,3.336981842,11.2354187,-0.006404411,-0.003756586,-0.088379487,-0.554731996,3.025455362,7.027703636,77.83952176,2.13578064,64.84802559,29.67921192,0.62305296,0
L597,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0.3,6.5,0.001053,0,5.55,66.005,19.375,8.62,0.0651,3184370.232,0.3,6.5,0.001053,0,5.55,66.005,19.375,8.62,0.0651,3184370.232,2,0,100,0,0.3,15.7,0.001065,0,6.69,47.74,32.41,13.16,0.0584,45.6122218,-78.88489654,467,0.983333333,5.666666667,3.333333333,653,1,1,2,1,2,0,1,3.85,0.78,0.0734,12.8,5,323,5.64,7.1,0,0,0,0,0,0,0,0,1.431974659,0,0,0,0.591638525,0,0,0,0,0.56022409,0,0.31152648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280112045,0,0,0.280112045,1.869158879,0,0,0,0,0,0,0,0,0.31152648,0,0,0,0,0.591638525,0,0,0,0,0,0,0,3.115264798,0,0,0,0,0,0,0,0,0,0,0.56022409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56022409,0,0,0,0,0,0,0,53.5668473,27.84104296,8.128485039,0.280112045,89.5363753,0,1.463389094,94.73546428,0,8.29841985,-0.007745722,-0.009664439,-0.07791132,-0.52143602,2.303725228,7.178906988,90.09659939,1.12044818,83.11997696,12.05267154,0,0.280112045
L601,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,7,0.000185,0,11.69,49.925,38.385,0,0.0586,583343.5882,0,7,0.000185,0,11.69,49.925,38.385,0,0.0586,583343.5882,1,0,100,0,0,14.7,0.000194,0,12.24,48.56,39.2,0,0.0474,45.41296425,-78.96650309,432,0.84,3.333333333,5.333333333,45.39166667,0.666666667,0.333333333,1.333333333,1,1,0,1,3.05,1.1,0.23,16.8,3.8,183,6.03,3.4,0.303030303,0,0,0,0,0,0,0,1.027667984,0,0,0,1.301586008,0,0,0,0,3.242193336,0.544576197,0,0,0,0,0,0,0,0,0,0,0,0,0.343642612,0.909090909,0,0,0,0,0,0,1.572244181,0,0,0,0,0.606060606,17.30106986,0.241545894,0,0,0,0,0,0.483091787,0,0,1.72758513,0,2.415458937,0,0,0.483091787,0,0,0,0,0,0,1.301586008,1.322458109,0,0,0,0,0,0,0,0,4.242424242,0,0,0,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,1.849422056,0,0,0.724637681,0,0,0,0,47.06464013,6.793348093,3.896517845,17.30106986,57.75450606,4.242424242,6.145135804,74.8662782,1.301586008,13.62827177,-0.003926,-0.003606453,-0.165617434,-0.163866458,7.815628268,7.235371906,61.81460504,2.758512965,77.88114221,11.58478555,4.242424242,0
L605,2013,Lake,0,0,0.00020684,0.00020684,0,0,0,0.00020684,0.00020684,0,0,0,0,99.99,0,0,0.000892571,0.000892571,0,0.1,6.1,0.001918,0,2.55,77.5,10.53,9.23,0.0774,4115250.093,0.1,6.1,0.001918,0,2.55,77.5,10.53,9.23,0.0774,4115250.093,3,0,100,0,0,14.1,0.00186,0,8.47,62.02,16.05,13.1,0.0793,45.59935457,-79.00785486,467,0.973333333,3,3.666666667,4.575,1,1,1.333333333,2,2,0,1.333333333,2.5,1.02,0.11,13.4,5.5,289,6.1,5.3,0,0,0,0,0,0,0,0,0.601821731,0,0,0,2.656099052,0,0,0,0,0.574712644,0.303030303,0,0,0,0.287356322,0,0,0,0,0,0,5.318802863,0,0,0.314465409,0,0,0,0,0,0,1.207882337,0,0,0,0,0,9.743695905,2.660337927,0,2.116973246,0,0,0,0,0,0,2.121212121,0,0.889178052,0,0,0,0,0,0,0,0,0,3.056130597,2.139843457,0,0,0,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0.628930818,0,0,0.889178052,0,0,0,0,26.99207429,26.59431005,10.27503401,9.743695905,63.86141835,2.116973246,2.085625283,79.39384082,3.056130597,14.79816557,0.001086508,-0.014733957,-0.167502582,-0.143962756,3.926677313,6.578299629,68.17541058,0.943396227,69.08085409,17.99156168,7.435776109,0.287356322
L611,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1.1,6.8,0.001878,0,1.91,73.335,17.355,7.39,0.0619,4378420.879,1.1,6.8,0.001878,0,1.91,73.335,17.355,7.39,0.0619,4378420.879,3,0,100,0,0.3,17.5,0.001602,0,7.3,55.785,32.425,4.49,0.0361,45.65918422,-78.90233283,454,0.866666667,3.666666667,4.333333333,26.73333333,0,1,0.333333333,1.333333333,2,0,1,4.35,1.18,0.1429,17.6,5.3,299,6.07,7.2,0,0.589970501,0,0,0,0,0,0,3.478347849,0,0,0,0.917431193,0,0,0,0,1.528388682,0.294985251,0,0,0,0,0,0,0,0,0,0,2.814591237,0,0,0,0,0,0,0,0,0,1.801723639,0,0,0,0,0.294985251,6.366566003,0.895780899,0,1.780736651,0,0,0,0,0,0,0.305810398,0,0.589970501,0,0,0.294985251,0,0,0,0,0,0,2.466806863,2.941176471,0,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948580022,0,0,0,0,0,0,0,50.8090736,10.26582103,10.30845831,6.366566003,71.38335294,2.370707153,3.920082823,84.95896261,2.466806863,13.33501459,-0.004760086,-0.004997524,-0.185733761,-0.202204047,4.974924396,7.159648464,74.79873983,1.25439042,74.2715711,16.04175323,5.185298389,0
L635,2012,Lake,1.5,1.06,0.000108718,0.000356572,0.23,1.2,1,0.000158967,0.000359595,0.07,0,0,0,67.94,0,31.73,0.000473765,0.001157284,0,1.7,6.8,0.001919,0.05,2.39,62.24,25.65,3.81,0.0766,228576701.5,1.2,6.8,0.001836,0.05,8.84,60.975,20.845,4.38,0.0719,742214801.5,3,100,0,0,2.5,22.7,0.002135,0,0.88,24.54,9.37,30.71,0.0195,45.33982406,-79.28010093,291,0.6,2.333333333,3.333333333,0.066666667,1.333333333,0,1.333333333,1.333333333,0.666666667,0.333333333,0.333333333,20,5.62,8.6088,79.6,7.7,405,7.24,15.4,0,0.490196078,17.5558022,0,0,0,0,0,0,0,0,0,0.804661487,0,0,0,0,6.404920459,0.555555556,0,0,0,0,1.539955605,0,0,0,0,0,1.388888889,0,0,0,0,0,9.471266494,0,0.804661487,0,1.078431373,0.906708595,0,0,0,0.555555556,9.520902701,1.666666667,0,5.616598841,0,0,0,0.555555556,0,0,1.462264151,0,0,0.555555556,0,0.804661487,0.245098039,0.314465409,0,0,0,0,1.502959674,2.262917746,0,0,0,0,0,0,0.559563448,0,1.049759526,0,1.817425083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205882353,0,0,0,0,0,0,0,16.36299174,2.683746455,9.256381798,20.5321248,28.30311999,25.5863855,9.39912443,47.64428413,1.502959674,18.73267286,0.00596514,0.015320711,-0.480018485,0.282802798,4.635898385,6.948077874,32.01196202,4.023307436,49.72191393,22.83820447,9.419472191,9.716364533
L649,2012,Lake,9.86,0,0.001838312,0.001884384,0,9.86,0,0.001838312,0.001884384,0,0,0,0,92.46,18.23,0,0.003375501,0.003460707,0,0.2,10,0.000146,0,1.69,56.98,26.44,1.51,0.0421,2664697.573,0.2,10,0.000146,0,1.69,56.98,26.44,1.51,0.0421,2664697.573,1,0,100,0,0.1,20.9,0.00027,0,3.13,48.8,21.2,2.42,0.0531,45.05820909,-79.10148357,312,0.633333333,4.333333333,2.666666667,50.06666667,1,0,1,1.333333333,1.333333333,0,1.333333333,9.25,3.02,0.6855,28.6,5.1,303,6.81,9.6,0.305810398,0.614452373,0,0,0,0,0,0,0.308641975,0,0,0,0.305810398,0,0,0,0.308641975,0,0.305810398,0,0,0,0,0,0,0,0,0,0,4.366745951,0,0.305810398,0,0,0.305810398,0,0.611620795,0.611620795,0,0.308641975,0,0,0,0,0,16.24045758,0.617283951,0,0.92026277,0,0,0,0,0,0,0.917431193,0,0.917431193,0,0,1.567901235,0,0,0,0,0,0,21.58455091,0.947785706,0,0,0,0,0,0,0,0,3.728395062,0,0.611620795,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617283951,0,0,0.308641975,0,0,0,0,23.41069204,14.82636765,3.815834183,16.24045758,42.05289387,5.263110205,2.488164005,54.12073848,21.58455091,14.90669472,0.006062039,-0.010166524,-0.248087245,-0.049389608,3.060935553,6.946822482,64.25472873,1.228904746,77.90259372,8.756144526,9.938498131,0.308641975
L650,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,7,0.000926,0,10.2,70.83,15.77,2.71,0.0624,1450168.927,0,7,0.000926,0,10.2,70.83,15.77,2.71,0.0624,1450168.927,1,0,100,0,0,13.7,0.000736,0,9.59,82.56,7.48,0.38,0.0959,45.40706529,-79.1914292,370,0.6,3,5,0.1,1,0,0.5,1.5,1,0,1,6,1.3,0.2773,17.8,3.6,234,6.63,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1.437817846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941747573,0,0,0,0,0.476190476,0,0,48.63153028,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0,0,0,0,0,0,0,0,2.380952381,1.447064263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0,0,0,0,27.85020804,4.780397596,10.10171059,48.63153028,42.73231623,0,0,45.5987055,2.380952381,8.38871194,0.001858766,-0.006808573,-0.337756909,-0.259785081,0.476190476,7.629659001,45.58945908,0.476190476,83.6430883,13.48127601,0,0.476190476
L660,2012,Lake,2.66,15.59,0.000625553,0.001560095,0,2.66,15.59,0.000625553,0.001560095,0,1,0,0,81.62,11.46,28.14,0.002061234,0.00426268,0,1.9,8.7,0.00092,0.28,2.11,53.51,12.51,5.76,0.0344,8724665.55,1.9,8.7,0.00092,0.28,2.11,53.51,12.51,5.76,0.0344,8724665.55,3,0,100,0,5.9,21.8,0.000504,0,7.82,29.355,8.505,6.62,0.0278,45.10333198,-79.52007963,234,0.973333333,3,4,35.86666667,1.333333333,1,0.666666667,0.666666667,1,0.666666667,1.333333333,12.7,4.32,8.23,62.8,11.8,552,7.03,23.5,0,0,2.077810485,0.828163892,0,0,0,0,0.49382716,0,0,0,3.654254464,0,0,0,0,0.900508351,0,0,0,0.24691358,0,0.24691358,0,0,0,0,0,2.332263411,0,9.203656583,3.814299257,0,0,0,0,0,0,1.409414204,0,0,0,0,1.773631137,13.12522521,2.070271139,0,1.721132898,0,0,0.653594771,0.254452926,0,0,2.724143092,0.24691358,0,0,0,0.326797386,0,0.326797386,0,0,0,0,10.63175284,2.666600143,0,0,0,0,0,0,0,0,0.995193667,0,0,0,0.24691358,0,0,0,0,2.689218181,0,0,0,0,0,0,0,0,2.135076253,0,0,0.24691358,0,0,0,0,18.79387096,6.807419603,6.3560567,13.37213879,31.95734726,5.120934435,2.636719941,63.20217089,10.63175284,20.19163984,0.005741636,-0.005350929,-0.111768811,0.187905109,19.9926824,5.912881393,51.47460737,6.602970281,67.41223037,14.96421582,5.375387362,0
L673,2013,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,6.8,0.00136,0,7.71,73.79,14.23,4.04,0.0561,2078274.174,0,6.8,0.00136,0,7.71,73.79,14.23,4.04,0.0561,2078274.174,2,0,100,0,0,15.1,0.00138,0,11.53,72.42,13.87,2.19,0.0495,45.57245,-78.857903,510,1,3,4.666666667,0.1,0.333333333,0,0,2,2,0,1.333333333,2.65,0.94,0.12,11.6,4,220,6.07,4.3,0,0.925925926,0,0,0,0,0,0,0,0,0,0,2.228490028,0,0,0,0,0,1.035897436,0,0,0,0,0.873694207,0,0,0,0,0,0.266666667,0,0,0,0,0,0.256410256,0,0,0,0,0,0,0,0,0,1.501234568,0,0,0,0,0,0,0,0,0,1.098385565,0,0.266666667,0,0,0.256410256,0,0,0,0,0,0,3.017283951,2.834567901,0,0,0,0,0,0.256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.54188034,5.681291548,10.95878443,2.631339031,85.18195632,0.925925926,1.292307692,90.59088319,3.017283951,9.618133801,-0.008405519,0.001231676,-0.178633096,-0.33103185,1.621462488,7.461822445,88.19924027,0,79.88205128,14.47958215,1.192592593,0.512820512
L684,2012,Lake,10.22,0,0.00156354,0.002862648,0,5.98,0,0.000914125,0.001800738,0,0,0,0,96.07,15.27,0,0.002336079,0.003953241,0,3.3,7,0.000625,5.42,4.75,58.925,13.925,0,0.0811,1574259.376,3.6,7.3,0.000445,3.2,12.48,60.955,11.715,0,0.0631,2692959.376,2,0,100,0,3.4,15.9,0.000702,4.55,6.62,48.635,15.235,0,0.0823,45.20007714,-79.05723602,342,0.506666667,5,3,71.5,0.666666667,0,1,0.666666667,0.333333333,0,1,5.1,3.86,13.1023,16.8,3.8,257,6.33,4.7,0,0,0,0,0,0,0,0,0,0,0,0,5.532613683,0,0,0,0,1.033591731,0,0,0,0,0,0,0,0,0,0,0,3.001762902,0.31152648,0.27100271,0,0,0,0,0,0,0,0.27100271,0,0,0,0,0,11.60640817,0.89405567,0,0,0,0,0,0.258397933,0,0,1.370327765,0,0.828322345,0,0,0.27100271,0,0,0,0,0,0,6.488927528,1.557632399,0,0,0,0,0,0,0,0,1.345118211,0,0.27100271,0.31152648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31152648,0,0,0.62305296,0,0,0,0,30.87917143,25.53032833,7.031698659,11.60640817,63.44119842,1.345118211,1.575597151,77.48480506,6.488927528,12.02499421,0.000125082,-0.011846965,-0.149665545,-0.144780774,2.999053464,6.82200781,70.55317891,0.58252919,76.22721347,15.34549164,4.658407593,0
L690,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.6,6.4,0.001925,0,5.79,53.77,32.02,8.43,0.0644,2304282.969,0.6,6.4,0.001925,0,5.79,53.77,32.02,8.43,0.0644,2304282.969,3,0,100,0,0.7,13.9,0.001224,0,11.12,57.38,28.36,3.14,0.0887,45.60137886,-78.7759936,466,0.756666667,3,3.666666667,4.2,1,0,1,1.333333333,1.333333333,0,1,4.85,1.2,0.16,19.6,4.6,347,6.59,7.1,0,0,0,0.264550265,0,0,0,0,0.245098039,0,0,0,0.490196078,0,0,0,0,1.801637968,0,0,0,0,0.258397933,0,0,0,0,0,0.258397933,3.555233463,0,0,0,0,0,0,0,0,0,1.258242315,0,0,0,0,0,31.63737071,0.509648304,0,0,0,0,0,1.052048726,0,0,1.032596501,0,1.019296608,0,0,0,0,0,0,0,0,0,2.039588445,2.789177687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.08125421,13.37037399,2.091792789,31.63737071,51.54342099,0,3.059880283,63.02421485,2.039588445,12.11826278,-0.000935756,-0.010142122,-0.15439333,-0.153039691,3.858688178,7.252640896,53.58300943,0,84.90263031,6.409915387,3.555233463,0.258397933
L694,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.4,8.5,0.003117,0,9.62,50.48,33.8,2.38,0.0295,2135413.84,0.4,8.3,0.003265,0,14.01,47.05,32.14,3.43,0.0395,3909313.84,4,0,100,0,0.4,17.4,0.002689,0,7.59,51.77,34.02,2.32,0.0204,45.22942598,-79.36446244,327,0.783333333,3,5.666666667,0.05,1.333333333,1,1,1,2,1.666666667,1,2.85,1.08,0.18,14,7.1,338,5.77,11.5,0,0,0,0,0,0,0,0,3.147198343,0.262467192,0,0,1.759825893,0,0,0,0,0.305810398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0.317460317,0,0,0,0,0.305810398,0,0,0,0,0,0,2.899637545,0,0,0.305810398,0,0,1.673139481,0,0,1.22324159,0,0,0,0,0,0,0,0,0,0,0,2.864687786,0.568277589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0,0,0,0,0,39.4489221,34.77884072,9.503949621,0,83.73171244,0,0.874087987,93.04412636,2.864687786,10.29156302,-0.004535995,-0.011958466,-0.048420633,-0.410472678,6.361039732,6.795789323,86.91386054,0.317460317,80.55710927,15.66077176,0,0
L699,2012,Lake,0,0,0.000451803,0.000451803,0,0,0,0.000451803,0.000451803,0,0,0,0,100,0,0,0.001104699,0.001104699,0,1.4,6.7,0.001607,0,4.5,66.145,23.295,2.12,0.064,2240358.654,1.4,6.7,0.001607,0,4.5,66.145,23.295,2.12,0.064,2240358.654,3,0,100,0,0,14,0.001566,0,10.02,68.57,15.41,1.13,0.0747,45.21084624,-78.98474558,376,0.73,5.666666667,5.333333333,363.1833333,1,0.666666667,1,1.666666667,1.666666667,0,1,13.2,1.26,0.2652,78.4,6.3,293,7.2,6.5,0,1.448126121,0,0,0,0,0,0,1.01010101,0,0,0,0.606060606,0,0,0,0,0.513546682,0.305810398,0,0,0.202020202,0,0.31152648,0,0,0,0,0,2.337288689,0,0,0,0,0,0,0,0.31152648,0,1.332903761,0,0,0,0,0.62305296,1.938964367,0.31152648,0,4.857769152,0.825073162,0,0,0,0,0,1.523647692,0,0,0,0,0,0,0,0,0,0,0,5.544755624,0.709850802,0,0,0,0,0,0.917587086,0,0,9.865957872,0,1.448126121,0,0,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,3.60594715,0.31152648,0,0,0,0,0,0,45.73075347,4.48398934,8.616751412,2.250490847,58.83149423,16.17185315,2.15226084,73.87492346,5.544755624,16.25588023,-0.003612777,0.000252502,-0.241705171,-0.025584401,5.522514868,7.084270676,68.29372348,5.054073271,59.64314325,13.64255606,18.50914183,0.917587086
L71,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,6.6,0.000514,0,11.96,71.755,14.335,1.95,0.0916,2259991.025,0,6.6,0.000514,0,11.96,71.755,14.335,1.95,0.0916,2259991.025,2,0,100,0,0,14.7,0.000257,0,12.89,70.405,14.655,2.05,0.0692,45.4858869,-78.89112853,494,0.696666667,4,3.666666667,0.583333333,0,0,0.333333333,1.666666667,1.666666667,0,1,2.75,0.92,0.19,14.4,2.9,211,6.02,4.7,0,0,0,0,0,0,0,0,0,0,0,0,2.707057686,0,0,0,0,0.62305296,0,0,0,0,0,0.31152648,0,0,0,0,0,0,0,1.495159805,0,0,0,0,0,0.819672131,0,0,0,0,0,0,0,27.65321415,0,0,0,0,0,0,0.287356322,0,0,2.328964214,0,0,0,0,0.31152648,0,0,0,0,0,0,0.574712644,0.910409281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31152648,0,0,0,0,0,0,0,48.58606778,6.404387434,6.675366162,27.96474063,61.66582137,0,0.934579439,69.73046532,0.574712644,9.324950868,-0.004012307,-0.004711041,-0.223792672,-0.237667304,4.111480341,7.468741114,62.5520605,0.31152648,85.02506829,11.13667542,0,0
L713,2012,Lake,4.12,1.58,0.000116053,0.00101437,0,3.81,2.92,0.000372546,0.000899251,0,1,0,0,91.27,0,0,0.00025081,0.000255228,0,3.9,7.5,0.001766,0.15,1.6,56.145,22.835,9.03,0.0542,22912841.94,2.9,7.4,0.001292,0.17,9.25,52.865,20.855,4.32,0.0503,126335441.9,4,69.41,30.59,0,1.1,19.4,0.001152,0,8.26,58.78,25.33,5.01,0.0339,45.39094826,-79.20281868,308,0.76,3.666666667,4,123.4,0.333333333,0.666666667,0.666666667,0.666666667,1,0,1,15,5.28,16.9,105,6.2,336,7.28,7.9,0,0,0,0,0,0,0,0,2.207977208,0,0,0,4.144620811,0,0,0,0,2.492877493,0,0,0,0,0,0,0,0,0,0,0,5.642043142,1.282051282,2.243589744,1.410934744,0,0,0,0,0,0,1.202347036,0,0,0,0,0.320512821,1.590693257,0.57319224,0,12.56105006,0,0.308641975,0,0.629154796,0,0,3.033848867,0,1.282051282,0,0,0,0,0,0,0,0,0,5.659001492,0.264550265,0,0,0,0,0,0,0,0,1.158255325,0,0,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.084181251,0,0,0.949667616,0,0,0,0,31.41025641,10.03425587,7.193732194,1.590693257,48.63824447,13.71930539,3.695224529,77.24358974,5.659001492,16.85128494,0.000755384,-0.004524789,-0.155439538,-0.029899864,11.12806946,6.40052356,59.07441324,3.495115995,55.6980057,17.19746303,19.68186135,0
L719,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,6.3,0.000512,0,8.24,78.26,12.67,0.83,0.0768,657668.2826,0,6.3,0.000512,0,8.24,78.26,12.67,0.83,0.0768,657668.2826,1,0,100,0,0,13.6,0.000635,0,10.37,72.875,15.715,1.04,0.058,45.63088584,-78.87294617,492,0.573333333,7,7,1111,1.666666667,1.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,2.95,1.84,0,24.4,3.4,319,5.23,6.3,0,0,0,0,0,0,0,0,0,0,0,0,2.957486685,0,0,0,0,1.154466626,0,0,0.433555152,0,0,0.364063754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0,0,0,1.367290211,0,0,5.420526751,0,0,0.574712644,0,2.452265439,0,0,0,0,0,0,0.287356322,0,0,1.436781609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0,0,0,0,0,68.63259117,6.394691371,7.949499622,0.364063754,82.97678216,0.433555152,4.181444709,99.0612236,0.287356322,9.049434485,-0.008346545,0.000672867,-0.202137825,-0.720316259,6.787816962,7.405871198,83.55149481,0.287356322,75.67870262,16.81256895,0,0
